order_id,quantity,choice_count,item_price
721,2,6.0,13.4
722,2,6.0,16.2
723,2,6.0,10.88
724,2,6.0,10.5
725,3,7.0,12.15
726,2,8.0,10.18
727,2,6.0,12.75
728,2,8.0,17.5
729,2,6.0,12.48
730,2,6.0,10.08
731,2,8.0,12.5
732,3,10.0,19.37
733,2,8.0,18.0
734,4,15.0,38.84
735,2,10.0,17.48
736,2,6.0,13.2
737,5,17.0,41.15
738,2,5.0,12.34
739,2,6.0,12.48
740,3,4.0,12.15
741,2,7.0,21.96
742,2,7.0,10.18
743,2,6.0,13.2
744,2,11.0,17.48
745,2,9.0,12.48
746,4,14.0,29.2
747,2,6.0,17.5
748,2,4.0,12.2
749,2,6.0,15.24
750,3,5.0,13.05
751,3,3.0,12.4
752,3,9.0,19.37
753,2,2.0,13.7
754,3,7.0,22.69
755,2,7.0,12.67
756,2,8.0,18.64
757,2,5.0,12.2
758,3,6.0,12.15
759,18,34.0,86.3
760,2,14.0,22.5
761,2,11.0,19.47
762,3,3.0,12.4
763,4,3.0,14.15
764,3,5.0,12.95
765,2,4.0,12.48
766,3,7.0,15.55
767,2,5.0,13.9
768,2,4.0,18.5
769,2,6.0,10.88
770,3,11.0,24.95
771,2,5.0,12.98
772,2,12.0,18.5
773,3,6.0,13.2
774,2,8.0,18.240000000000002
775,2,14.0,17.48
776,3,6.0,19.69
777,2,4.0,22.5
778,2,5.0,12.2
779,2,9.0,10.18
780,1,7.0,10.98
781,2,5.0,13.2
782,2,4.0,14.2
783,3,12.0,19.87
784,3,11.0,29.490000000000002
785,2,5.0,14.7
786,2,6.0,10.68
787,6,26.0,30.240000000000002
788,2,6.0,10.08
789,2,10.0,17.48
790,2,6.0,12.07
791,5,21.0,45.65
792,4,9.0,27.4
793,2,3.0,13.25
794,3,13.0,22.36
795,3,3.0,20.15
796,3,6.0,12.4
797,2,9.0,12.98
798,4,6.0,24.14
799,2,3.0,12.98
800,2,6.0,17.5
801,2,7.0,12.5
802,1,6.0,10.98
803,5,5.0,17.95
804,2,6.0,15.7
805,3,5.0,16.65
806,5,19.0,40.35
807,4,9.0,24.7
808,3,5.0,12.95
809,2,5.0,13.2
810,2,10.0,22.96
811,2,7.0,10.88
812,3,9.0,25.15
813,3,6.0,12.4
814,4,14.0,31.4
815,2,8.0,12.5
816,4,18.0,31.7
817,3,18.0,26.75
818,9,33.0,70.85
819,1,7.0,10.98
820,2,19.0,16.98
821,1,4.0,10.98
822,2,11.0,17.98
823,4,15.0,41.0
824,2,3.0,12.48
825,2,4.0,12.67
826,2,6.0,17.5
827,2,6.0,11.38
828,2,5.0,11.38
829,3,5.0,12.95
830,2,10.0,23.0
831,2,5.0,17.5
832,3,8.0,19.37
833,2,4.0,12.75
834,4,5.0,13.0
835,2,2.0,13.2
836,3,12.0,27.95
837,2,7.0,21.96
838,2,4.0,13.2
839,2,5.0,20.5
840,2,5.0,11.38
841,2,14.0,18.0
842,4,12.0,26.85
843,2,7.0,13.25
844,3,14.0,22.45
845,2,6.0,13.0
846,3,7.0,19.0
847,3,3.0,12.4
848,7,20.0,55.45
849,3,7.0,22.19
850,4,11.0,24.3
851,2,6.0,15.7
852,2,7.0,11.38
853,2,7.0,18.5
854,2,5.0,13.7
855,4,11.0,28.1
856,1,7.0,11.25
857,3,3.0,12.4
858,2,6.0,13.7
859,4,6.0,22.150000000000002
860,3,6.0,14.45
861,2,7.0,11.38
862,2,5.0,13.2
863,1,4.0,10.98
864,2,5.0,13.25
865,1,7.0,10.98
866,3,11.0,21.47
867,2,10.0,17.48
868,4,15.0,29.96
869,2,11.0,22.5
870,1,6.0,10.98
871,1,10.0,10.98
872,3,9.0,16.76
873,3,5.0,12.95
874,2,8.0,13.25
875,2,5.0,12.67
876,2,1.0,13.2
877,2,10.0,17.5
878,2,4.0,13.2
879,4,21.0,38.0
880,3,12.0,21.47
881,3,14.0,31.25
882,2,5.0,13.2
883,3,7.0,14.45
884,3,6.0,12.4
885,2,14.0,23.5
886,2,13.0,23.5
887,2,6.0,13.25
888,5,14.0,30.15
889,2,10.0,10.08
890,3,12.0,27.45
891,3,8.0,19.65
892,3,2.0,12.65
893,2,13.0,23.0
894,3,13.0,24.45
895,2,4.0,10.18
896,2,6.0,17.5
897,2,10.0,17.48
898,3,10.0,23.45
899,3,3.0,22.689999999999998
900,2,13.0,20.47
901,7,20.0,33.32
902,1,6.0,11.48
903,3,3.0,12.4
904,2,6.0,10.68
905,2,7.0,12.5
906,2,10.0,18.5
907,6,12.0,38.3
908,2,14.0,19.47
909,4,9.0,22.3
910,2,6.0,18.0
911,3,5.0,12.15
912,5,11.0,24.65
913,4,15.0,31.7
914,2,12.0,21.0
915,4,3.0,13.9
916,8,24.0,52.45
917,1,6.0,10.98
918,2,5.0,17.5
919,3,7.0,12.15
920,1,7.0,10.98
921,3,6.0,12.4
922,3,6.0,12.95
923,2,10.0,18.5
924,2,6.0,10.88
925,2,5.0,13.2
926,21,98.0,187.75
927,2,12.0,17.98
928,3,7.0,12.95
929,2,6.0,13.25
930,2,12.0,22.5
931,3,4.0,12.4
932,2,4.0,16.98
933,2,6.0,13.25
934,4,6.0,14.55
935,3,5.0,12.95
936,3,6.0,14.95
937,3,15.0,24.45
938,3,4.0,12.15
939,2,6.0,12.67
940,3,11.0,18.75
941,3,18.0,28.75
942,2,5.0,10.18
943,2,17.0,21.0
944,2,7.0,10.88
945,4,7.0,27.44
946,3,16.0,26.75
947,5,6.0,28.150000000000002
948,3,23.0,31.75
949,5,16.0,40.69
950,2,5.0,11.38
951,2,11.0,20.0
952,4,11.0,27.099999999999998
953,8,36.0,81.14
954,2,12.0,17.5
955,3,5.0,11.27
956,2,7.0,12.75
957,2,11.0,22.5
958,2,6.0,13.25
959,2,6.0,17.48
960,2,4.0,22.5
961,3,3.0,13.05
962,3,8.0,22.15
963,2,7.0,14.2
964,2,6.0,15.7
965,3,7.0,14.27
966,3,10.0,25.65
967,2,5.0,11.38
968,2,11.0,20.5
969,2,8.0,13.14
970,6,8.0,19.39
971,3,6.0,11.97
972,2,12.0,17.5
973,6,19.0,46.9
974,2,10.0,18.0
975,4,13.0,23.5
976,3,8.0,24.5
977,2,9.0,19.97
978,3,3.0,15.35
979,3,11.0,24.95
980,2,7.0,12.67
981,2,13.0,21.0
982,2,6.0,13.7
983,3,13.0,23.46
984,3,7.0,14.95
985,1,8.0,10.98
986,2,14.0,17.5
987,2,13.0,23.0
988,2,10.0,19.97
989,3,7.0,16.95
990,3,6.0,12.47
991,2,6.0,13.4
992,2,2.0,13.2
993,2,3.0,10.18
994,2,6.0,12.67
995,3,10.0,24.95
996,4,25.0,43.0
997,2,5.0,22.5
998,2,5.0,10.88
999,5,16.0,29.25
1000,2,11.0,20.5
1001,2,6.0,10.08
1002,2,6.0,10.68
1003,2,6.0,13.0
1004,2,7.0,21.96
1005,3,6.0,12.15
1006,8,37.0,71.4
1007,3,7.0,11.77
1008,3,4.0,12.15
1009,4,6.0,12.36
1010,5,15.0,33.24
1011,2,6.0,10.5
1012,2,14.0,22.5
1013,3,16.0,27.45
1014,2,6.0,10.08
1015,2,4.0,13.4
1016,3,21.0,32.25
1017,2,12.0,22.5
1018,2,4.0,12.2
1019,2,7.0,15.7
1020,2,4.0,11.7
1021,2,7.0,12.75
1022,1,5.0,10.98
1023,2,4.0,16.98
1024,2,5.0,18.5
1025,3,9.0,16.060000000000002
1026,4,18.0,31.7
1027,2,6.0,17.5
1028,2,5.0,13.2
1029,3,6.0,14.45
1030,3,10.0,26.75
1031,3,5.0,21.95
1032,3,4.0,13.59
1033,3,14.0,28.75
1034,2,6.0,13.4
1035,4,16.0,32.04
1036,1,8.0,10.98
1037,2,6.0,15.7
1038,2,11.0,22.5
1039,2,10.0,19.47
1040,2,5.0,11.88
1041,3,7.0,20.95
1042,3,5.0,12.39
1043,2,6.0,14.7
1044,3,11.0,24.5
1045,3,4.0,12.4
1046,2,5.0,11.88
1047,2,6.0,13.0
1048,2,6.0,17.5
1049,2,5.0,12.5
1050,3,6.0,12.95
1051,7,28.0,59.35
1052,4,16.0,38.2
1053,2,7.0,11.88
1054,2,3.0,12.2
1055,4,0.0,11.16
1056,2,12.0,17.98
1057,2,12.0,20.0
1058,3,7.0,18.65
1059,3,7.0,22.45
1060,2,10.0,16.98
1061,1,5.0,10.98
1062,2,9.0,14.97
1063,2,9.0,20.5
1064,4,6.0,18.95
1065,2,11.0,16.98
1066,2,12.0,17.5
1067,2,7.0,18.0
1068,3,6.0,12.95
1069,2,4.0,12.75
1070,4,15.0,33.7
1071,5,18.0,32.7
1072,2,9.0,17.5
1073,2,6.0,10.18
1074,3,9.0,20.15
1075,2,7.0,12.75
1076,3,7.0,20.39
1077,2,7.0,18.5
1078,1,6.0,11.25
1079,2,14.0,23.5
1080,2,14.0,23.0
1081,3,7.0,12.15
1082,3,19.0,32.25
1083,3,3.0,14.65
1084,2,6.0,13.2
1085,3,8.0,22.95
1086,2,7.0,15.7
1087,3,13.0,22.15
1088,2,10.0,23.14
1089,3,4.0,13.2
1090,3,3.0,13.05
1091,3,16.0,31.75
1092,3,12.0,25.15
1093,2,5.0,10.08
1094,2,14.0,16.98
1095,3,11.0,20.87
1096,2,7.0,14.97
1097,6,12.0,29.6
1098,2,6.0,12.57
1099,2,17.0,16.98
1100,2,4.0,16.98
1101,3,10.0,16.060000000000002
1102,3,8.0,20.45
1103,3,9.0,20.95
1104,2,6.0,13.4
1105,2,4.0,13.7
1106,3,10.0,25.45
1107,2,6.0,13.9
1108,2,10.0,18.0
1109,2,7.0,17.740000000000002
1110,3,11.0,22.95
1111,2,6.0,14.97
1112,3,6.0,12.9
1113,2,11.0,20.0
1114,4,8.0,19.09
1115,3,11.0,21.95
1116,2,11.0,23.0
1117,4,6.0,12.36
1118,2,8.0,12.38
1119,2,5.0,10.68
1120,2,12.0,17.48
1121,4,6.0,12.26
1122,2,7.0,10.08
1123,2,6.0,12.67
1124,3,4.0,13.57
1125,1,4.0,8.75
1126,2,9.0,20.5
1127,2,10.0,18.0
1128,4,10.0,23.76
1129,2,10.0,18.0
1130,2,6.0,18.5
1131,3,6.0,15.370000000000001
1132,3,14.0,18.07
1133,2,8.0,12.38
1134,2,6.0,12.5
1135,2,9.0,12.98
1136,4,6.0,24.14
1137,2,10.0,18.0
1138,2,11.0,22.5
1139,2,8.0,12.5
1140,4,12.0,23.7
1141,3,5.0,12.15
